controller,unified,endpoint,route,verb,requestLegacy,requestUnified,responseLegacy,responseUnified,authorization,metadata,legacyService,unifiedService,statusCodes,classification,compatibility,note
VisitsController,UnifiedVisitsController,GetById,api/visits/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<VisitListResponseDTO>>>,Task<ActionResult<ServiceResult<VisitListResponseDTO>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",IVisitService.GetByIdAsync,IUnifiedVisitService.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
VisitsController,UnifiedVisitsController,GetDetail,api/visits/{id:int}/detail,GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<VisitDetailResponseDTO>>>,Task<ActionResult<ServiceResult<VisitDetailResponseDTO>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int}/detail,Order=0,Name=",IVisitService.GetVisitDetailAsync,IUnifiedVisitService.GetVisitDetailAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
VisitsController,UnifiedVisitsController,GetByProject,api/visits/by-project/{projectId:int},GET,Int32 projectId default= ;CancellationToken ct default= ,Int32 projectId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<VisitListResponseDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<VisitListResponseDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=by-project/{projectId:int},Order=0,Name=",IVisitService.ListByProjectAsync,IUnifiedVisitService.ListByProjectAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
VisitsController,UnifiedVisitsController,GetByState,api/visits/by-state/{visitStateId:int},GET,Int32 visitStateId default= ;CancellationToken ct default= ,Int32 visitStateId default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<VisitPlannedForExecutionListDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<VisitPlannedForExecutionListDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=by-state/{visitStateId:int},Order=0,Name=",IVisitService.ListByStateAsync,IUnifiedVisitService.ListByStateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
VisitsController,UnifiedVisitsController,Create,api/visits,POST,AddVisitRequestDTO body default= ;CancellationToken ct default= ,AddVisitRequestDTO body default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<VisitListResponseDTO>>>,Task<ActionResult<ServiceResult<VisitListResponseDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",IVisitService.CreateAsync,IUnifiedVisitService.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
VisitsController,UnifiedVisitsController,Update,api/visits/{id:int},PUT,Int32 id default= ;UpdateVisitRequestDTO body default= ;CancellationToken ct default= ,Int32 id default= ;UpdateVisitRequestDTO body default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<VisitListResponseDTO>>>,Task<ActionResult<ServiceResult<VisitListResponseDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",IVisitService.UpdateAsync,IUnifiedVisitService.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
VisitsController,UnifiedVisitsController,Delete,api/visits/{id:int},DELETE,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,Task<ActionResult<ServiceResult<NoContent>>>,"roles=superadmin,policy=,schemes=;","HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",IVisitService.DeleteAsync,IUnifiedVisitService.DeleteAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
VisitsController,UnifiedVisitsController,Finalize,api/visits/{id:int}/finalize,PUT,Int32 id default= ;FinalizeVisitRequestDTO body default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Int32 id default= ;FinalizeVisitRequestDTO body default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<VisitListResponseDTO>>>,Task<ActionResult<ServiceResult<VisitListResponseDTO>>>,"roles=superadmin,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int}/finalize,Order=0,Name=",IVisitService.FinalizeAsync,IUnifiedVisitService.FinalizeAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
VisitsController,UnifiedVisitsController,BulkSchedule,api/visits/bulk/schedule,PUT,BulkScheduleVisitsRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,BulkScheduleVisitsRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,Task<ActionResult<ServiceResult<NoContent>>>,"roles=superadmin,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template=bulk/schedule,Order=0,Name=",IVisitService.BulkScheduleAsync,IUnifiedVisitService.BulkScheduleAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
VisitsController,UnifiedVisitsController,GetPlannedForExecution,api/visits/planned-for-execution,GET,Nullable<DateOnly> executionDate default= [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,Nullable<DateOnly> executionDate default= [Microsoft.AspNetCore.Mvc.FromQueryAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<VisitPlannedForExecutionListDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<VisitPlannedForExecutionListDTO>>>>,"roles=superadmin,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=planned-for-execution,Order=0,Name=",IVisitService.ListPlannedForExecutionAsync,IUnifiedVisitService.ListPlannedForExecutionAsync,200;400;401;403;404;409;500 (ServiceResult),DIRECT,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
VisitStatesController,UnifiedVisitStatesController,List,api/visitstates,GET,CancellationToken ct default= ,CancellationToken ct default= ,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,Task<ActionResult<ServiceResult<IReadOnlyList<CatalogListItemDTO>>>>,"roles=,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template=,Order=0,Name=",ICatalogCrudService<TEntity>.ListAsync,IUnifiedCatalogCrudService<TEntity>.ListAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
VisitStatesController,UnifiedVisitStatesController,GetById,api/visitstates/{id:int},GET,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpGetAttribute:HttpMethods=GET,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.GetByIdAsync,IUnifiedCatalogCrudService<TEntity>.GetByIdAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
VisitStatesController,UnifiedVisitStatesController,Create,api/visitstates,POST,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,AddCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpPostAttribute:HttpMethods=POST,Template=,Order=0,Name=",ICatalogCrudService<TEntity>.CreateAsync,IUnifiedCatalogCrudService<TEntity>.CreateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
VisitStatesController,UnifiedVisitStatesController,Update,api/visitstates/{id:int},PUT,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Int32 id default= ;UpdateCatalogRequestDTO request default= [Microsoft.AspNetCore.Mvc.FromBodyAttribute()];CancellationToken ct default= ,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,Task<ActionResult<ServiceResult<CatalogDetailDTO>>>,"roles=,policy=,schemes=;","HttpPutAttribute:HttpMethods=PUT,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.UpdateAsync,IUnifiedCatalogCrudService<TEntity>.UpdateAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
VisitStatesController,UnifiedVisitStatesController,Delete,api/visitstates/{id:int},DELETE,Int32 id default= ;CancellationToken ct default= ,Int32 id default= ;CancellationToken ct default= ,Task<ActionResult<ServiceResult<NoContent>>>,Task<ActionResult<ServiceResult<NoContent>>>,"roles=,policy=,schemes=;","HttpDeleteAttribute:HttpMethods=DELETE,Template={id:int},Order=0,Name=",ICatalogCrudService<TEntity>.DeleteAsync,IUnifiedCatalogCrudService<TEntity>.DeleteAsync,200;400;401;403;404;409;500 (ServiceResult),ADAPTABLE,COMPATIBLE,"DTO, route, verb, binding, authorization and ServiceResult mapping preserved."
